DATE,LIQUID_VOLUME_sim,CUM_WATER_INJECTED_sim,LIQUID_VOLUME,PRIMARY_SUPPORT,PRESSURE_DEPLETION,ACTIVITY,WATER_VOLUME,OIL_VOLUME,INJECTION_SUPPORT,NAME,TRAIN,ID,SUBZONE
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,23,ALLWARA
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,24,ALLWARA
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,25,ALLWARA
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,26,ALLWARA
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,27,ALLWARA
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,28,ALLWARA
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,29,ALLWARA
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,30,ALLWARA
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,31,ALLWARA
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,32,ALLWARA
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,33,ALLWARA
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,34,ALLWARA
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,35,ALLWARA
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,36,ALLWARA
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,37,ALLWARA
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,38,ALLWARA
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,39,ALLWARA
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,40,ALLWARA
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,41,ALLWARA
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,42,ALLWARA
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,43,ALLWARA
2025-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,44,ALLWARA
2025-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,True,45,ALLWARA
2025-04-01,0.019169208243445444,0.019169208243445444,934.35,0.0,0.0,1.0,309.63,624.72,934.35,MG-0008_P,True,46,ALLWARA
2025-05-01,0.019224310481189073,0.03839351872463452,885.18,0.0,0.0,1.0,103.45,781.7299999999999,885.18,MG-0008_P,True,47,ALLWARA
2025-06-01,0.019426963936362767,0.05782048266099729,944.56,0.0,0.0,1.0,61.1,883.4599999999999,944.56,MG-0008_P,True,48,ALLWARA
2025-07-01,0.019246517278265048,0.07706699993926233,623.49,0.0,0.0,1.0,109.65,513.84,623.49,MG-0008_P,True,49,ALLWARA
2025-08-01,0.019345930982708603,0.09641293092197094,655.02,0.0,0.0,1.0,85.08,569.9399999999999,655.02,MG-0008_P,True,50,ALLWARA
2025-09-01,0.018123708664543752,0.1145366395865147,851.68,0.0,0.0,1.0,0.0,851.68,851.68,MG-0008_P,True,51,ALLWARA
2025-10-01,0.019958546968602,0.1344951865551167,865.83,0.0,0.0,1.0,0.0,865.83,865.83,MG-0008_P,True,52,ALLWARA
2025-11-01,0.02026600346237363,0.15476119001749034,906.1,0.0,0.0,1.0,0.0,906.1,906.1,MG-0008_P,True,53,ALLWARA
2025-12-01,0.020362193647907107,0.17512338366539745,886.88,0.0,0.0,1.0,0.0,886.88,886.88,MG-0008_P,True,54,ALLWARA
2026-01-01,0.020309403538702198,0.19543278720409965,836.65,0.0,0.0,1.0,0.0,836.65,836.65,MG-0008_P,True,55,ALLWARA
2026-02-01,0.020368067220067045,0.2158008544241667,861.68,0.0,0.0,1.0,0.0,861.68,861.68,MG-0008_P,False,56,ALLWARA
2026-03-01,0.007748009152028131,0.22354886357619483,875.38,0.0,0.0,1.0,0.0,875.38,875.38,MG-0008_P,False,57,ALLWARA
2026-04-01,0.0,0.22354886357619483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0008_P,False,58,ALLWARA
2021-06-01,1.5214387123427964,0.023350693479508626,73.27,1.4980880188632877,0.0,1.0,18.51,54.75999999999999,71.77191198113671,MG-0058_P,True,0,ALLWARA
2021-07-01,0.0,0.023350693479508626,13.82,0.0,0.0,0.0,1.84,11.98,13.82,MG-0058_P,True,1,ALLWARA
2021-08-01,0.0,0.023350693479508626,12.18,0.0,0.0,0.0,1.58,10.6,12.18,MG-0058_P,True,2,ALLWARA
2021-09-01,0.0,0.023350693479508626,21.92,0.0,0.0,0.0,2.86,19.060000000000002,21.92,MG-0058_P,True,3,ALLWARA
2021-10-01,0.0,0.023350693479508626,26.61,0.0,0.0,0.0,3.51,23.1,26.61,MG-0058_P,True,4,ALLWARA
2021-11-01,0.05775577308952907,0.08103276256639091,94.58,7.370400264677463e-05,0.0,1.0,0.16,94.42,94.57992629599735,MG-0058_P,True,5,ALLWARA
2021-12-01,0.0538932118970648,0.13491583810821858,95.1,1.0136355237127255e-05,0.0,1.0,0.67,94.42999999999999,95.09998986364475,MG-0058_P,True,6,ALLWARA
2022-01-01,0.04969675791428405,0.18461120199105518,115.22,1.3940314474594327e-06,0.0,1.0,2.54,112.67999999999999,115.21999860596856,MG-0058_P,True,7,ALLWARA
2022-02-01,0.04793843309048321,0.23254944336334865,149.13,1.91718189728382e-07,0.0,1.0,5.34,143.79,149.1299998082818,MG-0058_P,True,8,ALLWARA
2022-03-01,0.047181676844665656,0.2797310938414181,135.26,2.6366596205353894e-08,0.0,1.0,7.59,127.66999999999999,135.2599999736334,MG-0058_P,True,9,ALLWARA
2022-04-01,0.04846859246879889,0.3281996826840749,133.57,3.6261420809423736e-09,0.0,1.0,10.09,123.47999999999999,133.56999999637384,MG-0058_P,True,10,ALLWARA
2022-05-01,0.04935611174206062,0.3775557939274399,134.25,4.986956332464019e-10,0.0,1.0,12.85,121.4,134.2499999995013,MG-0058_P,True,11,ALLWARA
2022-06-01,0.050894968254156146,0.4284507621130115,76.66,6.858455324353905e-11,0.0,1.0,22.1,54.559999999999995,76.65999999993142,MG-0058_P,True,12,ALLWARA
2022-07-01,0.05302711953093488,0.48147788163451405,103.91,9.432288213543891e-12,0.0,1.0,47.76,56.15,103.90999999999056,MG-0058_P,True,13,ALLWARA
2022-08-01,0.052878069553666404,0.5343559511868833,129.22,1.2972026022745892e-12,0.0,1.0,70.63,58.59,129.2199999999987,MG-0058_P,True,14,ALLWARA
2022-09-01,0.05799641082182517,0.59235236200853,106.47,1.784015239199027e-13,0.0,1.0,15.09,91.38,106.46999999999981,MG-0058_P,True,15,ALLWARA
2022-10-01,0.054568223902785574,0.6469205859112911,124.25,2.4535183387033103e-14,0.0,1.0,11.3,112.95,124.24999999999997,MG-0058_P,True,16,ALLWARA
2022-11-01,0.051693796468323665,0.6986143823796114,152.36,3.3742717584947043e-15,0.0,1.0,37.49,114.87,152.36,MG-0058_P,True,17,ALLWARA
2022-12-01,0.04976473601669932,0.7483791183963102,154.12,4.640564417461138e-16,0.0,1.0,41.82,112.30000000000001,154.12,MG-0058_P,True,18,ALLWARA
2023-01-01,0.04849933026909123,0.7968784486654014,152.85,6.382069866895762e-17,0.0,1.0,41.23,111.62,152.85,MG-0058_P,True,19,ALLWARA
2023-02-01,0.04788257243743223,0.8447610211028336,155.46,8.777125392911262e-18,0.0,1.0,41.53,113.93,155.46,MG-0058_P,True,20,ALLWARA
2023-03-01,0.04859120239222427,0.8933522234950578,191.52,1.2070994484483676e-18,0.0,1.0,29.91,161.61,191.52,MG-0058_P,True,21,ALLWARA
2023-04-01,0.048300725767084315,0.9416529492621422,237.2,1.660098281860201e-19,0.0,1.0,20.93,216.26999999999998,237.2,MG-0058_P,True,22,ALLWARA
2023-05-01,0.048920490923210116,0.9905734401853523,233.0,2.2830979742205343e-20,0.0,1.0,22.34,210.66,233.0,MG-0058_P,True,23,ALLWARA
2023-06-01,0.050728418720468856,1.0413018589058212,234.34,3.1398962440037396e-21,0.0,1.0,29.23,205.11,234.34,MG-0058_P,True,24,ALLWARA
2023-07-01,0.05196253699555086,1.093264395901372,240.35,4.318232740964481e-22,0.0,1.0,32.44,207.91,240.35,MG-0058_P,True,25,ALLWARA
2023-08-01,0.052622431776237086,1.145886827677609,275.5,5.938773945396461e-23,0.0,1.0,10.34,265.16,275.5,MG-0058_P,True,26,ALLWARA
2023-09-01,0.050940123607231935,1.196826951284841,287.51,8.167469909609938e-24,0.0,1.0,9.66,277.84999999999997,287.51,MG-0058_P,True,27,ALLWARA
2023-10-01,0.05172860338696591,1.248555554671807,291.3,1.1232548222532236e-24,0.0,1.0,10.01,281.29,291.3,MG-0058_P,True,28,ALLWARA
2023-11-01,0.05059886327674457,1.2991544179485517,290.14,1.5447885448963682e-25,0.0,1.0,10.06,280.08,290.14,MG-0058_P,True,29,ALLWARA
2023-12-01,0.049539384818546216,1.3486938027670978,279.52,2.1245149374529558e-26,0.0,1.0,116.44,163.07999999999998,279.52,MG-0058_P,True,30,ALLWARA
2024-01-01,0.04912365517123599,1.3978174579383338,270.04,2.9218003553771364e-27,0.0,1.0,129.31,140.73000000000002,270.04,MG-0058_P,True,31,ALLWARA
2024-02-01,0.04748147056529197,1.4452989285036257,288.37,4.018290088803387e-28,0.0,1.0,12.8,275.57,288.37,MG-0058_P,True,32,ALLWARA
2024-03-01,0.04609335850516159,1.4913922870087872,268.95,5.526269174435559e-29,0.0,1.0,13.22,255.73,268.95,MG-0058_P,True,33,ALLWARA
2024-04-01,0.04484021111005889,1.5362324981188462,270.44,7.600160842895025e-30,0.0,1.0,28.86,241.57999999999998,270.44,MG-0058_P,True,34,ALLWARA
2024-05-01,0.0438341272062429,1.580066625325089,280.39,1.045234008960024e-30,0.0,1.0,71.8,208.58999999999997,280.39,MG-0058_P,True,35,ALLWARA
2024-06-01,0.043617015294744585,1.6236836406198336,275.42,1.4374881743561722e-31,0.0,1.0,73.9,201.52,275.42,MG-0058_P,True,36,ALLWARA
2024-07-01,0.04271588347940161,1.6663995240992353,273.0,1.9769470125353252e-32,0.0,1.0,73.23,199.76999999999998,273.0,MG-0058_P,True,37,ALLWARA
2024-08-01,0.04268149308428061,1.709081017183516,232.88,2.7188533165657662e-33,0.0,1.0,59.42,173.45999999999998,232.88,MG-0058_P,True,38,ALLWARA
2024-09-01,0.04264545594627528,1.7517264731297912,175.28,3.7391813286490803e-34,0.0,1.0,31.96,143.32,175.28,MG-0058_P,True,39,ALLWARA
2024-10-01,0.04251687486532205,1.7942433479951132,176.57,5.142416813488843e-35,0.0,1.0,32.3,144.26999999999998,176.57,MG-0058_P,True,40,ALLWARA
2024-11-01,0.04233161938129152,1.8365749673764047,172.35,7.072256828263309e-36,0.0,1.0,31.59,140.76,172.35,MG-0058_P,True,41,ALLWARA
2024-12-01,0.0421881432979163,1.878763110674321,216.04,9.72632488944111e-37,0.0,1.0,41.9,174.14,216.04,MG-0058_P,True,42,ALLWARA
2025-01-01,0.04210881900751357,1.9208719296818346,247.98,1.33764084297533e-37,0.0,1.0,48.24,199.73999999999998,247.98,MG-0058_P,True,43,ALLWARA
2025-02-01,0.04210067948406304,1.9629726091658977,256.4,1.8396290943747882e-38,0.0,1.0,49.17,207.22999999999996,256.4,MG-0058_P,True,44,ALLWARA
2025-03-01,0.04212769631651362,2.0051003054824115,255.85,2.5300028947550752e-39,0.0,1.0,47.84,208.01,255.85,MG-0058_P,True,45,ALLWARA
2025-04-01,0.04226379506361701,2.0473641005460284,264.2,3.479459347018241e-40,0.0,1.0,48.46,215.73999999999998,264.2,MG-0058_P,True,46,ALLWARA
2025-05-01,0.04230683405334508,2.0896709345993734,265.91,4.78522667806063e-41,0.0,1.0,48.06,217.85000000000002,265.91,MG-0058_P,True,47,ALLWARA
2025-06-01,0.042435271636862164,2.1321062062362355,230.58,6.581020807168271e-42,0.0,1.0,39.86,190.72000000000003,230.58,MG-0058_P,True,48,ALLWARA
2025-07-01,0.04243684208700905,2.1745430483232444,152.59,9.050738403459385e-43,0.0,1.0,23.5,129.09,152.59,MG-0058_P,True,49,ALLWARA
2025-08-01,0.04245999180451234,2.2170030401277567,148.85,1.2447288657502649e-43,0.0,1.0,23.42,125.42999999999999,148.85,MG-0058_P,True,50,ALLWARA
2025-09-01,0.04254126237411699,2.2595443025018738,155.07,1.7118492217604547e-44,0.0,1.0,24.53,130.54,155.07,MG-0058_P,True,51,ALLWARA
2025-10-01,0.042751066825456166,2.30229536932733,156.67,2.3542699447847605e-45,0.0,1.0,23.98,132.69,156.67,MG-0058_P,True,52,ALLWARA
2025-11-01,0.04311246630262464,2.345407835629955,158.01,3.2377775463290393e-46,0.0,1.0,55.45,102.55999999999999,158.01,MG-0058_P,True,53,ALLWARA
2025-12-01,0.0434360921450516,2.388843927775006,280.72,4.4528468210432525e-47,0.0,1.0,131.7,149.02000000000004,280.72,MG-0058_P,True,54,ALLWARA
2026-01-01,0.043677680831452334,2.4325216086064585,276.85,6.123905836012611e-48,0.0,1.0,100.97,175.88000000000002,276.85,MG-0058_P,True,55,ALLWARA
2026-02-01,0.04391335257422684,2.4764349611806855,128.98,8.422077874118961e-49,0.0,1.0,26.8,102.17999999999999,128.98,MG-0058_P,False,56,ALLWARA
2026-03-01,0.038180330636817895,2.5146152918175035,131.21,1.1582705158626163e-49,0.0,1.0,27.49,103.72000000000001,131.21,MG-0058_P,False,57,ALLWARA
2026-04-01,0.0,2.5146152918175035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0058_P,False,58,ALLWARA
2021-06-01,576.9247334992476,0.00818674183538648,648.78,576.9165467574122,0.0,1.0,85.88,562.9,71.86345324258775,MG-0068_P,True,0,ALLWARA
2021-07-01,553.9689002406687,0.024936949453703436,527.79,553.9521500330504,0.0,1.0,38.94,488.84999999999997,-26.162150033050466,MG-0068_P,True,1,ALLWARA
2021-08-01,531.925723727019,0.04880025839738019,420.1,531.9018604180753,0.0,1.0,50.35,369.75,-111.80186041807531,MG-0068_P,True,2,ALLWARA
2021-09-01,510.7592547598615,0.07876350936245498,523.52,510.72929150889644,0.0,1.0,23.17,500.34999999999997,12.790708491103544,MG-0068_P,True,3,ALLWARA
2021-10-01,490.4345787934474,0.11383702536010784,499.76,490.3995052774497,0.0,1.0,34.69,465.07,9.3604947225503,MG-0068_P,True,4,ALLWARA
2021-11-01,470.91773418566567,0.1526167930014556,450.03,470.8789544180243,0.0,1.0,33.14,416.89,-20.848954418024334,MG-0068_P,True,5,ALLWARA
2021-12-01,452.1736658978067,0.1908557018128261,396.31,452.13542698899533,0.0,1.0,34.1,362.21,-55.82542698899533,MG-0068_P,True,6,ALLWARA
2022-01-01,434.1812273675722,0.23408981126866374,399.99,434.13799325811635,0.0,1.0,32.32,367.67,-34.147993258116344,MG-0068_P,True,7,ALLWARA
2022-02-01,416.90246500730643,0.27960015491925166,411.58,416.85695466365587,0.0,1.0,33.16,378.41999999999996,-5.276954663655886,MG-0068_P,True,8,ALLWARA
2022-03-01,400.31084974447293,0.32665509223611466,375.8,400.26379480715605,0.0,1.0,34.13,341.67,-24.463794807156034,MG-0068_P,True,9,ALLWARA
2022-04-01,384.3815203092798,0.3770430045700145,373.58,384.33113239694586,0.0,1.0,28.22,345.36,-10.751132396945877,MG-0068_P,True,10,ALLWARA
2022-05-01,369.0839489682074,0.42831590802259856,399.0,369.0326760647548,0.0,1.0,33.09,365.90999999999997,29.96732393524519,MG-0068_P,True,11,ALLWARA
2022-06-01,354.39516987439123,0.4803048015422911,402.01,354.3431809808715,0.0,1.0,39.77,362.24,47.66681901912847,MG-0068_P,True,12,ALLWARA
2022-07-01,340.2908645848614,0.5327621901515849,406.08,340.2384071962521,0.0,1.0,54.5,351.58,65.84159280374786,MG-0068_P,True,13,ALLWARA
2022-08-01,326.74614545317274,0.5838280004856162,403.01,326.6950796428387,0.0,1.0,38.25,364.76,76.31492035716127,MG-0068_P,True,14,ALLWARA
2022-09-01,313.7405398129575,0.6335180873618096,372.24,313.6908497260813,0.0,1.0,13.01,359.23,58.54915027391871,MG-0068_P,True,15,ALLWARA
2022-10-01,301.2526563968329,0.6819160379107596,404.34,301.2042584462839,0.0,1.0,12.07,392.27,103.13574155371606,MG-0068_P,True,16,ALLWARA
2022-11-01,289.26257561839213,0.7297906683808353,440.29,289.2147009879221,0.0,1.0,37.07,403.22,151.07529901207795,MG-0068_P,True,17,ALLWARA
2022-12-01,277.75040408805296,0.7778020379382626,422.8,277.70239271849556,0.0,1.0,117.48,305.32,145.09760728150445,MG-0068_P,True,18,ALLWARA
2023-01-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,19,ALLWARA
2023-02-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,20,ALLWARA
2023-03-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,21,ALLWARA
2023-04-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,22,ALLWARA
2023-05-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,23,ALLWARA
2023-06-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,24,ALLWARA
2023-07-01,0.0,0.7778020379382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,25,ALLWARA
2023-08-01,200.6832498308242,0.8043461769433992,205.48,200.65670569181907,0.0,1.0,137.55,67.92999999999998,4.82329430818092,MG-0068_P,True,26,ALLWARA
2023-09-01,192.69559725081706,0.8304591474431503,216.74,192.6694842803173,0.0,1.0,68.02,148.72000000000003,24.070515719682703,MG-0068_P,True,27,ALLWARA
2023-10-01,185.02664859550924,0.8569102920036732,234.82,185.00019745094872,0.0,1.0,15.32,219.5,49.819802549051275,MG-0068_P,True,28,ALLWARA
2023-11-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,29,ALLWARA
2023-12-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,30,ALLWARA
2024-01-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,31,ALLWARA
2024-02-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,32,ALLWARA
2024-03-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,33,ALLWARA
2024-04-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,34,ALLWARA
2024-05-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,35,ALLWARA
2024-06-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,36,ALLWARA
2024-07-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,37,ALLWARA
2024-08-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,38,ALLWARA
2024-09-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,39,ALLWARA
2024-10-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,40,ALLWARA
2024-11-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,41,ALLWARA
2024-12-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,42,ALLWARA
2025-01-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,43,ALLWARA
2025-02-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,44,ALLWARA
2025-03-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,45,ALLWARA
2025-04-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,46,ALLWARA
2025-05-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,47,ALLWARA
2025-06-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,48,ALLWARA
2025-07-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,49,ALLWARA
2025-08-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,50,ALLWARA
2025-09-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,51,ALLWARA
2025-10-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,52,ALLWARA
2025-11-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,53,ALLWARA
2025-12-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,54,ALLWARA
2026-01-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,True,55,ALLWARA
2026-02-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,False,56,ALLWARA
2026-03-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,False,57,ALLWARA
2026-04-01,0.0,0.8569102920036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG-0068_P,False,58,ALLWARA
2021-06-01,3201.504806682641,708.6929466891005,1934.55,2492.8118599935406,0.0,1.0,1269.68,664.8699999999999,-558.2618599935406,MG-0109_P,True,0,ALLWARA
2021-07-01,3046.286856535286,1311.528925255373,2286.13,2443.4508779690136,0.0,1.0,1567.29,718.8400000000001,-157.3208779690135,MG-0109_P,True,1,ALLWARA
2021-08-01,3005.3557521014436,1921.8173684813628,4453.72,2395.067308875454,0.0,1.0,2929.42,1524.3000000000002,2058.6526911245464,MG-0109_P,True,2,ALLWARA
2021-09-01,3054.5807996313456,2628.756369472608,2722.57,2347.6417986401,0.0,1.0,1651.8,1070.7700000000002,374.92820135989996,MG-0109_P,True,3,ALLWARA
2021-10-01,3005.716606195345,3333.317599241442,2129.53,2301.155376426511,0.0,1.0,1290.11,839.4200000000003,-171.62537642651068,MG-0109_P,True,4,ALLWARA
2021-11-01,2814.145944366655,3891.874096562124,2144.37,2255.589447045973,0.0,1.0,1426.12,718.25,-111.21944704597308,MG-0109_P,True,5,ALLWARA
2021-12-01,2553.519805431176,4234.468118474119,2101.25,2210.925783519181,0.0,1.0,1400.83,700.4200000000001,-109.6757835191811,MG-0109_P,True,6,ALLWARA
2022-01-01,2393.187742335829,4460.509341024749,2059.6,2167.1465197851994,0.0,1.0,1240.05,819.55,-107.54651978519951,MG-0109_P,True,7,ALLWARA
2022-02-01,2354.498172638274,4690.773370108218,2103.43,2124.2341435548046,0.0,1.0,1203.3,900.1299999999999,-20.804143554804796,MG-0109_P,True,8,ALLWARA
2022-03-01,2354.0498576096907,4962.651738412577,4712.21,2082.171489305331,0.0,1.0,1687.86,3024.3500000000004,2630.038510694669,MG-0109_P,True,9,ALLWARA
