DATE,NAME,LIQUID_VOLUME,SECTOR,ZONE,SUBZONE,WELL_TYPE,GAS_VOLUME,WATER_VOLUME,OIL_VOLUME,PRESSURE
02/09/2023,P1,1469.121338,1,WARA,WARA1,Producer,58.63618469,1247.014648,222.1067657,250
02/10/2023,P1,1639.381226,1,WARA,WARA1,Producer,63.0420723,1400.585449,238.7957306,250
02/11/2023,P1,1668.920044,1,WARA,WARA1,Producer,62.31135941,1432.892212,236.0278778,250
02/12/2023,P1,1813.708252,1,WARA,WARA1,Producer,65.57067871,1565.334473,248.3737793,250
31/12/2023,P1,1911.68103,1,WARA,WARA1,Producer,66.73440552,1658.89917,252.7818451,250
02/12/2015,P2,0.0,1,WARA,WARA1,Producer,0.0,0.0,0.0,0
02/01/2016,P2,703.7446289,1,WARA,WARA1,Producer,185.7885742,2.85e-11,703.7446289,250
02/02/2016,P2,901.1116333,1,WARA,WARA1,Producer,237.8934631,2.1e-07,901.1116333,250
02/03/2016,P2,1444.231689,1,WARA,WARA1,Producer,381.2769165,0.000958496,1444.230713,250
02/04/2016,P2,1612.206909,1,WARA,WARA1,Producer,425.6064148,0.061383933,1612.145508,250
02/05/2016,P2,870.289856,1,WARA,WARA1,Producer,229.7392578,0.065397203,870.2244873,250
02/06/2016,P2,982.2275391,1,WARA,WARA1,Producer,259.2624817,0.172665045,982.0548706,250
02/07/2016,P2,1000.589111,1,WARA,WARA1,Producer,264.0579834,0.369541287,1000.219604,250
02/08/2016,P2,1137.871948,1,WARA,WARA1,Producer,300.0815735,1.199353695,1136.672607,250
02/09/2016,P2,1108.005249,1,WARA,WARA1,Producer,291.8746338,2.419547558,1105.585693,250
02/10/2016,P2,1039.253418,1,WARA,WARA1,Producer,273.4750061,3.363181114,1035.890259,250
02/11/2016,P2,1159.749512,1,WARA,WARA1,Producer,304.6727905,5.685932159,1154.063599,250
02/12/2016,P2,1120.633911,1,WARA,WARA1,Producer,293.7734985,7.855487347,1112.778442,250
02/01/2017,P2,1134.740723,1,WARA,WARA1,Producer,296.4491272,11.82744217,1122.91333,250
02/02/2017,P2,1148.59021,1,WARA,WARA1,Producer,299.0356445,15.87943745,1132.710815,250
02/03/2017,P2,1169.073486,1,WARA,WARA1,Producer,303.1829529,20.6532402,1148.420288,250
02/04/2017,P2,1197.320801,1,WARA,WARA1,Producer,308.8423157,27.46352768,1169.8573,250
02/05/2017,P2,1387.677124,1,WARA,WARA1,Producer,354.7817383,43.80686951,1343.870239,250
02/06/2017,P2,1296.225586,1,WARA,WARA1,Producer,328.5335999,51.78015518,1244.445435,250
02/07/2017,P2,1150.577026,1,WARA,WARA1,Producer,289.7124329,53.1813736,1097.39563,250
02/08/2017,P2,1033.800781,1,WARA,WARA1,Producer,259.1257019,52.26410675,981.5367432,250
02/09/2017,P2,1182.896851,1,WARA,WARA1,Producer,293.2877502,71.9584198,1110.938477,250
02/10/2017,P2,1178.889893,1,WARA,WARA1,Producer,288.991394,84.22553253,1094.664429,250
02/11/2017,P2,1209.261353,1,WARA,WARA1,Producer,293.0260315,99.31430054,1109.947021,250
02/12/2017,P2,1258.213135,1,WARA,WARA1,Producer,300.9546509,118.2334442,1139.979736,250
02/01/2018,P2,1030.737671,1,WARA,WARA1,Producer,244.8713837,103.1945267,927.5430908,250
02/02/2018,P2,1101.429565,1,WARA,WARA1,Producer,257.9776001,124.2416306,977.1878662,250
02/03/2018,P2,1104.177856,1,WARA,WARA1,Producer,254.7395935,139.255188,964.9226685,250
02/04/2018,P2,1135.164917,1,WARA,WARA1,Producer,258.1228943,157.4266357,977.7382202,250
02/05/2018,P2,1174.44873,1,WARA,WARA1,Producer,263.0234375,178.1478424,996.3009033,250
02/06/2018,P2,1286.8479,1,WARA,WARA1,Producer,284.1879272,210.3783875,1076.469482,250
02/07/2018,P2,1191.470215,1,WARA,WARA1,Producer,261.2828979,201.7622681,989.7079468,250
02/08/2018,P2,1285.863647,1,WARA,WARA1,Producer,276.6353455,238.002533,1047.861206,250
02/09/2018,P2,1243.831909,1,WARA,WARA1,Producer,263.8556213,244.37883,999.453125,250
02/10/2018,P2,1300.959961,1,WARA,WARA1,Producer,270.0613403,278.0004272,1022.959595,250
02/11/2018,P2,1199.859863,1,WARA,WARA1,Producer,245.7808685,268.8717041,930.9880981,250
02/12/2018,P2,1315.983032,1,WARA,WARA1,Producer,262.9961548,319.7855225,996.1975098,250
02/01/2019,P2,1395.0448,1,WARA,WARA1,Producer,271.4498901,366.825531,1028.219238,250
02/02/2019,P2,1436.200195,1,WARA,WARA1,Producer,272.1903076,405.176239,1031.023926,250
02/03/2019,P2,1634.980835,1,WARA,WARA1,Producer,301.54776,492.7544861,1142.226318,250
02/04/2019,P2,1600.973633,1,WARA,WARA1,Producer,286.8632813,514.3703613,1086.603271,250
02/05/2019,P2,1565.919434,1,WARA,WARA1,Producer,272.3096924,534.4432983,1031.476074,250
02/06/2019,P2,1598.527832,1,WARA,WARA1,Producer,267.9215088,583.673584,1014.854187,250
02/07/2019,P2,1568.976074,1,WARA,WARA1,Producer,255.319809,601.8556519,967.1204834,250
02/08/2019,P2,1582.704224,1,WARA,WARA1,Producer,247.1448212,646.5495605,936.1546021,250
02/09/2019,P2,1644.940674,1,WARA,WARA1,Producer,248.4298401,703.9185791,941.0221558,250
02/10/2019,P2,1686.071533,1,WARA,WARA1,Producer,246.7143707,751.5474243,934.5241089,250
02/11/2019,P2,1642.913452,1,WARA,WARA1,Producer,232.4614868,762.3775024,880.5358887,250
02/12/2019,P2,1652.240356,1,WARA,WARA1,Producer,224.8428955,800.5626831,851.6776123,250
02/01/2020,P2,1524.325806,1,WARA,WARA1,Producer,198.8378296,771.1522217,753.173584,250
02/02/2020,P2,1454.894775,1,WARA,WARA1,Producer,183.4342346,760.0681152,694.8266602,250
02/03/2020,P2,1649.966797,1,WARA,WARA1,Producer,200.3992004,890.8789673,759.0878906,250
02/04/2020,P2,1675.625732,1,WARA,WARA1,Producer,195.280014,935.9287109,739.6970215,250
02/05/2020,P2,1738.126953,1,WARA,WARA1,Producer,193.7131042,1004.365112,733.7617798,250
02/06/2020,P2,1103.004395,1,WARA,WARA1,Producer,129.4409485,612.6977539,490.3066101,250
02/07/2020,P2,1322.123779,1,WARA,WARA1,Producer,152.3185577,745.1595459,576.9642334,250
02/08/2020,P2,1317.901489,1,WARA,WARA1,Producer,148.9619293,753.6517334,564.2496948,250
02/09/2020,P2,893.4862671,1,WARA,WARA1,Producer,104.6880493,496.9406128,396.5456238,250
02/10/2020,P2,1012.729187,1,WARA,WARA1,Producer,115.5746765,574.9463501,437.7828674,250
02/11/2020,P2,1278.411621,1,WARA,WARA1,Producer,142.3262024,739.2972412,539.1143799,250
02/12/2020,P2,1654.755493,1,WARA,WARA1,Producer,183.1897583,960.8548584,693.9006348,250
02/01/2021,P2,1581.355103,1,WARA,WARA1,Producer,169.8165436,938.1105957,643.2445068,250
02/02/2021,P2,1373.385498,1,WARA,WARA1,Producer,145.0435486,823.9780884,549.4074097,250
02/03/2021,P2,1315.491089,1,WARA,WARA1,Producer,137.6149292,794.2223511,521.2686768,250
02/04/2021,P2,1340.452515,1,WARA,WARA1,Producer,136.0359039,825.164978,515.2875366,250
02/05/2021,P2,1357.307251,1,WARA,WARA1,Producer,135.0451202,845.7727051,511.5345459,250
02/06/2021,P2,1195.832275,1,WARA,WARA1,Producer,115.9264145,756.7171021,439.1152039,250
02/07/2021,P2,1141.959595,1,WARA,WARA1,Producer,107.4923706,734.7915039,407.1680603,250
02/08/2021,P2,1191.355347,1,WARA,WARA1,Producer,108.4003067,780.7481079,410.6072083,250
02/09/2021,P2,1310.262085,1,WARA,WARA1,Producer,117.0634766,866.8398438,443.4222412,250
02/10/2021,P2,1269.235596,1,WARA,WARA1,Producer,111.9163208,845.3101807,423.9254761,250
02/11/2021,P2,1201.453857,1,WARA,WARA1,Producer,104.6139908,805.1887817,396.2651062,250
02/12/2021,P2,1293.636353,1,WARA,WARA1,Producer,109.7024841,878.0966187,415.5397034,250
02/01/2022,P2,1420.778809,1,WARA,WARA1,Producer,118.9478607,970.21875,450.5600586,250
02/02/2022,P2,1271.713623,1,WARA,WARA1,Producer,104.6334915,875.3746338,396.3389893,250
02/03/2022,P2,1062.411743,1,WARA,WARA1,Producer,88.92048645,725.5917358,336.8200073,250
02/04/2022,P2,974.2410889,1,WARA,WARA1,Producer,81.56420898,665.2857056,308.9553528,250
02/05/2022,P2,1232.932251,1,WARA,WARA1,Producer,98.72944641,858.9570313,373.9751892,250
02/06/2022,P2,1354.482422,1,WARA,WARA1,Producer,104.2012024,959.7809448,394.7015381,250
02/07/2022,P2,1379.456543,1,WARA,WARA1,Producer,101.8796768,993.5487061,385.9078674,250
02/08/2022,P2,1475.019775,1,WARA,WARA1,Producer,106.2840118,1072.428833,402.5909424,250
02/09/2022,P2,1530.488525,1,WARA,WARA1,Producer,106.5241165,1126.988037,403.5004578,250
02/10/2022,P2,1485.794189,1,WARA,WARA1,Producer,99.79692841,1107.775513,378.0186768,250
02/11/2022,P2,1341.578979,1,WARA,WARA1,Producer,88.40149689,1006.724792,334.8541565,250
02/12/2022,P2,1396.725342,1,WARA,WARA1,Producer,90.24640656,1054.882813,341.8424683,250
02/01/2023,P2,1445.891113,1,WARA,WARA1,Producer,91.27381134,1100.156982,345.7341309,250
02/02/2023,P2,1378.143188,1,WARA,WARA1,Producer,86.16573334,1051.757813,326.385376,250
02/03/2023,P2,1348.805908,1,WARA,WARA1,Producer,84.01470947,1030.568359,318.2375488,250
02/04/2023,P2,1431.056396,1,WARA,WARA1,Producer,87.20523071,1100.733521,330.3228455,250
02/05/2023,P2,1476.110229,1,WARA,WARA1,Producer,87.9768219,1142.864746,333.2455139,250
02/06/2023,P2,1494.067139,1,WARA,WARA1,Producer,86.72709656,1165.55542,328.5117493,250
02/07/2023,P2,1564.54187,1,WARA,WARA1,Producer,89.1624527,1226.805298,337.7365417,250
02/08/2023,P2,1587.111084,1,WARA,WARA1,Producer,89.35282135,1248.653442,338.4576416,250
02/09/2023,P2,1512.204956,1,WARA,WARA1,Producer,84.31137085,1192.84375,319.3612366,250
02/10/2023,P2,1717.785645,1,WARA,WARA1,Producer,92.56272888,1367.169189,350.616394,250
02/11/2023,P2,1711.550537,1,WARA,WARA1,Producer,89.24660492,1373.495239,338.0553284,250
02/12/2023,P2,1818.498169,1,WARA,WARA1,Producer,90.35751343,1476.234863,342.2633362,250
31/12/2023,P2,1907.458496,1,WARA,WARA1,Producer,90.28586578,1565.466675,341.9919128,250
02/12/2015,P3,0.0,1,WARA,WARA1,Producer,0.0,0.0,0.0,0
02/01/2016,P3,974.0841064,1,WARA,WARA1,Producer,257.1582031,8.05e-07,974.0841064,250
02/02/2016,P3,974.2332153,1,WARA,WARA1,Producer,257.1975403,8.07e-05,974.2331543,250
02/03/2016,P3,1222.397583,1,WARA,WARA1,Producer,322.7127686,0.000675296,1222.396851,250
02/04/2016,P3,1234.143188,1,WARA,WARA1,Producer,325.8130493,0.002837324,1234.140381,250
02/05/2016,P3,1039.58313,1,WARA,WARA1,Producer,274.4476013,0.008879523,1039.574341,250
02/06/2016,P3,994.2589111,1,WARA,WARA1,Producer,262.4752808,0.034408916,994.2245483,250
02/07/2016,P3,941.2803345,1,WARA,WARA1,Producer,248.4747009,0.088305399,941.1920166,250
02/08/2016,P3,978.7692261,1,WARA,WARA1,Producer,258.3289795,0.250428647,978.5187988,250
02/09/2016,P3,999.1235352,1,WARA,WARA1,Producer,263.6363525,0.501017928,998.6224976,250
02/10/2016,P3,1072.552124,1,WARA,WARA1,Producer,282.8825684,1.027155876,1071.524902,250
02/11/2016,P3,1195.832153,1,WARA,WARA1,Producer,315.1987,1.897674322,1193.934448,250
02/12/2016,P3,1225.192139,1,WARA,WARA1,Producer,322.5358276,3.465629816,1221.726563,250
02/01/2017,P3,1230.780029,1,WARA,WARA1,Producer,323.4567261,5.565181255,1225.214844,250
02/02/2017,P3,1243.664917,1,WARA,WARA1,Producer,326.0181885,8.7474823,1234.917358,250
02/03/2017,P3,1211.860962,1,WARA,WARA1,Producer,316.8638611,11.61906338,1200.241943,250
02/04/2017,P3,1270.864502,1,WARA,WARA1,Producer,331.2049255,16.30044365,1254.564087,250
02/05/2017,P3,1447.143799,1,WARA,WARA1,Producer,375.2071838,25.90441513,1421.23938,250
02/06/2017,P3,1376.272095,1,WARA,WARA1,Producer,354.3110046,34.18490982,1342.087158,250
02/07/2017,P3,1337.581299,1,WARA,WARA1,Producer,341.6538696,43.43790817,1294.143433,250
02/08/2017,P3,1272.473022,1,WARA,WARA1,Producer,322.3046875,51.62198639,1220.851074,250
02/09/2017,P3,1289.32019,1,WARA,WARA1,Producer,323.2996826,64.70011139,1224.619995,250
02/10/2017,P3,1223.256592,1,WARA,WARA1,Producer,303.4013062,74.00918579,1149.247437,250
02/11/2017,P3,1257.223145,1,WARA,WARA1,Producer,307.5541687,92.245224,1164.977905,250
02/12/2017,P3,1336.468628,1,WARA,WARA1,Producer,322.7576904,113.9016113,1222.567017,250
02/01/2018,P3,1169.924805,1,WARA,WARA1,Producer,278.4982605,115.0071259,1054.917725,250
02/02/2018,P3,1154.812134,1,WARA,WARA1,Producer,270.3798828,130.6459503,1024.166138,250
02/03/2018,P3,1103.282593,1,WARA,WARA1,Producer,255.1847839,136.6736298,966.6090088,250
02/04/2018,P3,1169.818481,1,WARA,WARA1,Producer,265.9009705,162.6178894,1007.200623,250
02/05/2018,P3,1218.587646,1,WARA,WARA1,Producer,272.0835266,187.9682312,1030.619385,250
02/06/2018,P3,1403.914307,1,WARA,WARA1,Producer,309.6540833,230.9822388,1172.932129,250
02/07/2018,P3,1388.145996,1,WARA,WARA1,Producer,302.2047119,243.4310913,1144.714844,250
02/08/2018,P3,1409.817749,1,WARA,WARA1,Producer,301.2403259,268.7559509,1141.06189,250
02/09/2018,P3,1395.698364,1,WARA,WARA1,Producer,293.1729126,285.1949768,1110.503418,250
02/10/2018,P3,1386.133667,1,WARA,WARA1,Producer,285.0246887,306.4946899,1079.639038,250
02/11/2018,P3,1329.591431,1,WARA,WARA1,Producer,267.705658,315.5549316,1014.036499,250
02/12/2018,P3,1370.763062,1,WARA,WARA1,Producer,269.7640686,348.9294434,1021.833618,250
02/01/2019,P3,1410.949951,1,WARA,WARA1,Producer,271.4524841,382.7208862,1028.229126,250
02/02/2019,P3,1390.589478,1,WARA,WARA1,Producer,260.4100037,404.1880188,986.4014893,250
02/03/2019,P3,1657.823364,1,WARA,WARA1,Producer,306.3511047,497.4024658,1160.420898,250
02/04/2019,P3,1626.528931,1,WARA,WARA1,Producer,293.7484436,513.84552,1112.683472,250
02/05/2019,P3,1577.605591,1,WARA,WARA1,Producer,277.75,525.5222778,1052.083374,250
02/06/2019,P3,1558.751709,1,WARA,WARA1,Producer,266.4363708,549.5230103,1009.228699,250
02/07/2019,P3,1534.695435,1,WARA,WARA1,Producer,255.0680542,568.5285645,966.1668701,250
02/08/2019,P3,1491.817627,1,WARA,WARA1,Producer,241.9162292,575.4682617,916.3493652,250
02/09/2019,P3,1513.476929,1,WARA,WARA1,Producer,238.6575317,609.4711304,904.0057983,250
02/10/2019,P3,1562.450562,1,WARA,WARA1,Producer,240.915863,649.8905029,912.5600586,250
02/11/2019,P3,1443.113647,1,WARA,WARA1,Producer,218.4461212,615.6661987,827.4474487,250
02/12/2019,P3,1401.085571,1,WARA,WARA1,Producer,208.2998199,612.0710449,789.0144653,250
02/01/2020,P3,1268.599731,1,WARA,WARA1,Producer,185.0024414,567.8328857,700.7667847,250
02/02/2020,P3,1249.191406,1,WARA,WARA1,Producer,178.5870514,572.7253418,676.4660645,250
02/03/2020,P3,1366.464966,1,WARA,WARA1,Producer,191.9895172,639.2319336,727.2330322,250
02/04/2020,P3,1357.995972,1,WARA,WARA1,Producer,186.4184875,651.8653564,706.1306763,250
02/05/2020,P3,1416.748779,1,WARA,WARA1,Producer,190.5202484,695.0812378,721.6676025,250
02/06/2020,P3,1103.588867,1,WARA,WARA1,Producer,146.7262573,547.8076172,555.78125,250
02/07/2020,P3,1228.761475,1,WARA,WARA1,Producer,160.0628357,622.4628296,606.298584,250
02/08/2020,P3,1185.921143,1,WARA,WARA1,Producer,151.6962433,611.314209,574.6069946,250
02/09/2020,P3,983.9810791,1,WARA,WARA1,Producer,119.7337189,530.4442139,453.5368042,250
02/10/2020,P3,987.270874,1,WARA,WARA1,Producer,118.0690536,540.0396729,447.2312622,250
02/11/2020,P3,1281.915771,1,WARA,WARA1,Producer,150.1848755,713.0336304,568.8821411,250
02/12/2020,P3,1763.391968,1,WARA,WARA1,Producer,201.8449707,998.8276978,764.56427,250
02/01/2021,P3,1679.572754,1,WARA,WARA1,Producer,186.1945496,974.2903442,705.2824097,250
02/02/2021,P3,1288.200684,1,WARA,WARA1,Producer,139.6356964,759.2776489,528.9230957,250
02/03/2021,P3,1219.616699,1,WARA,WARA1,Producer,129.2075958,730.1940308,489.422699,250
02/04/2021,P3,1218.296387,1,WARA,WARA1,Producer,125.163208,744.1932983,474.1030579,250
02/05/2021,P3,1246.926392,1,WARA,WARA1,Producer,125.0840073,773.123291,473.8030396,250
02/06/2021,P3,1215.637817,1,WARA,WARA1,Producer,118.8002701,765.6367188,450.0010376,250
02/07/2021,P3,1216.05835,1,WARA,WARA1,Producer,115.3275681,779.2115479,436.8468628,250
02/08/2021,P3,1292.806396,1,WARA,WARA1,Producer,118.4158936,844.2614136,448.5450439,250
02/09/2021,P3,1428.783081,1,WARA,WARA1,Producer,126.5640106,949.3739624,479.4091492,250
02/10/2021,P3,1382.946777,1,WARA,WARA1,Producer,118.7973938,932.9567261,449.9901123,250
02/11/2021,P3,1369.31311,1,WARA,WARA1,Producer,114.0683289,937.236145,432.0770264,250
02/12/2021,P3,1403.663818,1,WARA,WARA1,Producer,112.970253,975.7462158,427.9176331,250
02/01/2022,P3,1515.103882,1,WARA,WARA1,Producer,118.4582367,1066.398438,448.7054443,250
02/02/2022,P3,1289.157837,1,WARA,WARA1,Producer,97.38340759,920.281311,368.8765564,250
02/03/2022,P3,1105.595825,1,WARA,WARA1,Producer,81.47005463,796.9971313,308.5986938,250
